text,sentiment,source
this is one of the best movies out there that shows such strong sibling bond for each other,positive,imdb
much more interesting more action more suspense and less of the unneeded controversy,positive,imdb
everything from acting to cinematography was solid,positive,imdb
definitely worth checking out,positive,imdb
damian is so talented and versatile in so many ways of writing and portraying different characters on screen,positive,imdb
this movie has a cutting edge to it,positive,imdb
i am so pleased to know such a modern day genius is out there letting is passion for art drive him and taking us as an audience with him,positive,imdb
the new characters weren't all that memorable and i found myself forgetting who was who,negative,imdb
i felt as though her going to ireland did absolutely nothing whatsoever,negative,imdb
it didn't make me scared horrified or make me sympathetic towards the characters it was simply annoying,negative,imdb
the jerky camera movements were also annoying,negative,imdb
the plot was the same as pretty much every other cheap horror,negative,imdb
there was a few pathetic attempts to give the characters some depth but it didn't really work into the rest of the plot,negative,imdb
i guess it was supposed to be clever twist then shed some light on the situation but it was just stupid,negative,imdb
if you see it you should probably just leave it on the shelf,negative,imdb
elias koteas jack palance play good roles angelina is hot and gets naked billy drago appears in this and is cool as usual a cameo by sven ole thorsen helps make this a very enjoyable movie with good acting and a decent budget,positive,imdb
this was such an awesome movie that i bought it off of ebay,positive,imdb
i really loved the story line and the poler bear was kinda cute but if anyone has a question about fort steele just ask away,positive,imdb
this totally unfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture i probably looked at my watch about 70000 times,negative,imdb
lucy bell is so much higher than this crap and for her to sink this low is quite depressing,negative,imdb
all this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes,negative,imdb
god and i can never get that 90 minutes back,negative,imdb
i think the most wonderful parts literally full of wonder are the excerpts from his works,positive,imdb
the sets especially designed to work with the camera are amazing stylized beautiful and effective,positive,imdb
they could be used as exemplars for any set designer,positive,imdb
the stories were powerful explorations of the nature of man and of art,positive,imdb
after watching this film i wanted to learn more about the works of this artist,positive,imdb
i highly recommend this movie for anyone interested in art poetry theater politics or japanese history,positive,imdb
here in the wind and the lion we see a wonderful rendering of america's own imperial age,positive,imdb
what makes this story different are the terrific production values faultless photography composition and editing the terrific casting the underappreciated brian keith playing a bully teddy and vivid history,positive,imdb
